CATEGORY,title,alt words,DESC_ID,DESCRIPTION
,paper napkin,napkins disposable absorbent paper soiled,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,house plant including soil,potted plants dead plants spider plant jade cactus,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,baked goods,food,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,food,,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,meat bone,bone,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,cereal or grain,oatmeal corn bread corn meal pasta bread,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,coffee grounds filter,chicory grinds,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,dairy product,cheese curd egg brie pudding yogurt cream,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,egg eggshell,,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,flour,baking supplies spelt kasha,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,fruit,produce,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,vegetables,produce trimmings,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,grease and fat solid,lard shortening butter gristle,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,meats raw and cooked,meat products burger steak ham side,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,fish raw and cooked,lobster seafood shellfish mollusc bivalve shrimp,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,nuts,pecans filbert peanuts almonds pistachios cashews coconuts nut shells,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,pasta,noodles orzo couscous semolina,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,rice,uncle ben s,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,fruit core,fruit apple food produce,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,peels,fruits vegetables banana food rind produce,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,pit,stones cherry peach plum food fruit produce,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,sauce,sauces pasta food au jus condiments gravies gravy,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,tea bag,bags tea tetley bergamot red rose teabags,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,loose tea,tea leaves,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,pet food,nibbles dog food cat food dog treats,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,sweets,candy chocolate bar chocolate bunny easter egg sweets candy cane halloween,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,fries,french fries fries box,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,baking ingredient,spice herb dough honey syrup,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,bread,buns crust loaves loaf,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,bird seed,feed,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,butter and margarine,shortening lard,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,cake and candy,snack dessert chocolate sweet halloween cane candies muffin,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,corn cob or husk,food corn stalk,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,dried flower,floral arrangement dried flowers,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,flower,dried,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,food scraps,left overs leftovers plate scrapings,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,herbs,food,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,incontinence pad,incontinent depends,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,mayonnaise,miracle whip,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,flower real,flower bouquet bouquet cut flowers,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,paper plate soiled,,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,shell,clam oyster mussel periwinkles scallop snail mollusc bi valves sea shells lobster shrimp,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,pastry,cup cake cupcake cake dessert pie tart crescent dough,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,paper ice cream carton,cartons tubs ice cream boxes ice cream box ice cream,230,"Please place this item in your Green Bin.  Line either your indoor container or outdoor Green Bin with a plastic bag or kraft paper bag.  Do not line both.  Green Bins can not weigh more than 20 kgs/44 lbs.  Excess organic material can be set out in clear plastic bags (weighing less than 20 kgs/44 lbs) beside the Green Bin.  You can get an additional green bin at <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a> , at one of the City's <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or by calling 311."
,pool heater pump,hot tub heater pump pool pump,236,This item is considered construction/renovation waste and is not collected at curbside or through other City of Toronto programs.  Please dispose of this item through private sector landfills or private waste removal and processing facilities.
,printer,,237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation._x000D_
"
,speaker,stereo speakers computer speakers,237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation._x000D_
"
,television,televisions tv tv set household appliances,237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation._x000D_
"
,electronic thermometer,personal electronic outdoor electronic thermometer,237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation._x000D_
"
,electrical power bar,power bar,237,"Electronic equipment is now collected right at your curbside on your scheduled Garbage Bin collection day.  Please set out these items for pick up 0.5 metre (2 feet) away from your Garbage Bin. Large items can be put on the ground.  Small items should be put in an open cardboard box or clear plastic bag (it is preferable if small items are not put out as single items).  If the weather is bad, please put the items out on your next Garbage Bin collection day.  Computers, monitors, printers, fax machines and televisions are also accepted at  <a href=""http://www.toronto.ca/garbage/depots.htm"" target=""_blank"">Recycling and Solid Waste Depots</a> or <a href=""http://www.toronto.ca/environment_days/index.htm"" target=""_blank"">Community Environment Days</a>.  Always remember to protect your privacy. Clear all personal information from computers, cell phones and electronics prior to collection/drop-off/donation._x000D_
"
